cutomer_id,item_purchased,category,purchase_amount,size,color,review_rating,shipping_type,payment_method
388,Coat,Outerwear,93,L,Silver,4.6,Store Pickup,PayPal
389,Handbag,Accessories,82,M,Orange,2.7,Store Pickup,PayPal
390,Boots,Footwear,42,L,Purple,4.2,Standard,Bank Transfer
391,Gloves,Accessories,71,M,Indigo,3.2,2-Day Shipping,PayPal
392,Sweater,Clothing,86,L,Gray,4.8,Standard,Cash
393,T-shirt,Clothing,82,XL,Black,3.3,Next Day Air,Credit Card
394,Shoes,Footwear,65,L,Maroon,4.2,Standard,PayPal
395,Scarf,Accessories,29,M,Beige,4.8,Store Pickup,Debit Card
396,Sneakers,Footwear,65,L,Brown,4.9,Store Pickup,PayPal
397,Dress,Clothing,88,S,Black,3.9,Standard,Bank Transfer
398,Belt,Accessories,46,M,Indigo,3,Free Shipping,Cash
399,Boots,Footwear,67,S,Silver,4.6,Free Shipping,Debit Card
400,Scarf,Accessories,35,L,Blue,3.5,2-Day Shipping,Debit Card
401,Boots,Footwear,66,M,Green,4.8,Free Shipping,PayPal
402,T-shirt,Clothing,91,L,Orange,4.8,Standard,Cash
403,Backpack,Accessories,78,L,Cyan,3,Express,PayPal
404,Sneakers,Footwear,45,M,Orange,4.5,Next Day Air,Bank Transfer
405,T-shirt,Clothing,93,M,Indigo,4.8,Store Pickup,Credit Card
406,Jeans,Clothing,74,S,Silver,3.8,Standard,Cash
407,Gloves,Accessories,55,M,Peach,4.6,Express,Cash
408,Hoodie,Clothing,76,XL,Teal,3.1,Next Day Air,Credit Card
409,Sneakers,Footwear,66,L,White,3.4,Express,Cash
410,Shorts,Clothing,51,M,Brown,3.3,2-Day Shipping,Bank Transfer
411,Sweater,Clothing,26,L,Lavender,4.8,2-Day Shipping,Credit Card
412,Jeans,Clothing,29,M,Indigo,2.8,Express,PayPal
413,Jacket,Outerwear,74,M,Yellow,3.1,Store Pickup,Bank Transfer
414,Jewelry,Accessories,99,S,White,4.6,Free Shipping,Cash
415,Backpack,Accessories,88,L,Violet,2.6,Store Pickup,Debit Card
416,Coat,Outerwear,31,M,Lavender,2.6,Express,Bank Transfer
417,Belt,Accessories,55,L,Olive,3.8,Free Shipping,Bank Transfer
418,Sandals,Footwear,81,L,Beige,4.5,Free Shipping,Debit Card
419,Sweater,Clothing,73,L,Purple,3,Standard,Venmo
420,Shorts,Clothing,91,S,Teal,3.5,Free Shipping,Credit Card
421,Socks,Clothing,54,S,Peach,3.8,Free Shipping,Debit Card
422,Shirt,Clothing,40,M,Violet,3.5,Standard,Cash
423,Pants,Clothing,59,M,Purple,3.1,Store Pickup,Debit Card
424,Scarf,Accessories,26,L,Teal,3,Store Pickup,Credit Card
425,Sweater,Clothing,23,M,Gold,4.3,Standard,PayPal
426,Jeans,Clothing,87,S,Teal,3.3,Store Pickup,Credit Card
427,Pants,Clothing,71,M,Violet,4.7,Express,Credit Card
428,Backpack,Accessories,91,L,Black,4.5,Store Pickup,Credit Card
429,Coat,Outerwear,64,XL,Gold,2.9,Free Shipping,Debit Card
430,Sandals,Footwear,94,M,Gold,4.1,2-Day Shipping,Cash
431,Shirt,Clothing,40,M,Brown,3.5,Store Pickup,Debit Card
432,Hat,Accessories,76,L,Cyan,3.4,Store Pickup,Cash
433,Shirt,Clothing,86,S,Indigo,3.3,Free Shipping,Venmo
434,Skirt,Clothing,92,M,Orange,3.2,Store Pickup,Credit Card
435,Shoes,Footwear,52,L,Pink,4,Store Pickup,PayPal
436,Coat,Outerwear,28,XL,Olive,3.6,Next Day Air,Bank Transfer
437,Pants,Clothing,46,L,Cyan,4.6,Free Shipping,Bank Transfer
438,Jewelry,Accessories,50,M,Peach,2.6,Next Day Air,PayPal
439,Belt,Accessories,23,M,Turquoise,4.3,Express,Credit Card
440,Jacket,Outerwear,50,M,Turquoise,3.4,Free Shipping,Cash
441,Shirt,Clothing,89,XL,Maroon,3.5,Store Pickup,Debit Card
442,Hoodie,Clothing,81,M,Maroon,4.2,Standard,Credit Card
443,Sunglasses,Accessories,69,M,Olive,3.5,Store Pickup,Credit Card
444,Sunglasses,Accessories,67,M,Magenta,3.6,Free Shipping,PayPal
445,Dress,Clothing,20,M,Red,4.3,Store Pickup,Debit Card
446,Boots,Footwear,29,M,Olive,4.9,Standard,Venmo
447,Shirt,Clothing,74,M,Silver,4.1,Store Pickup,Venmo
448,Shorts,Clothing,82,S,Turquoise,3.6,Standard,Bank Transfer
449,Gloves,Accessories,23,M,Yellow,3.4,Next Day Air,Bank Transfer
450,Jewelry,Accessories,45,L,Peach,2.9,2-Day Shipping,Bank Transfer
451,Boots,Footwear,21,L,Beige,2.7,Store Pickup,Credit Card
452,Jewelry,Accessories,31,M,Pink,4.3,Express,Credit Card
453,Pants,Clothing,45,M,Violet,3.3,Express,PayPal
454,Jewelry,Accessories,56,XL,Peach,2.8,Next Day Air,Credit Card
455,Jacket,Outerwear,97,S,Gold,3.2,Next Day Air,Cash
456,Blouse,Clothing,100,XL,Gold,3.6,Store Pickup,Debit Card
457,Blouse,Clothing,96,S,Indigo,4,2-Day Shipping,Credit Card
458,Gloves,Accessories,99,M,Blue,4.9,Next Day Air,Debit Card
459,Shorts,Clothing,91,L,Black,4,2-Day Shipping,PayPal
460,Hat,Accessories,30,L,Black,3.8,Standard,PayPal
461,Shoes,Footwear,65,L,Teal,3.7,Store Pickup,Bank Transfer
462,Boots,Footwear,93,M,Yellow,3.9,Express,Venmo
463,Jacket,Outerwear,81,M,White,3.3,Express,Venmo
464,Jewelry,Accessories,81,S,Orange,2.7,Standard,Venmo
465,Sunglasses,Accessories,52,M,Silver,4.7,Next Day Air,PayPal
466,Skirt,Clothing,88,M,Pink,2.8,Next Day Air,Cash
467,Jeans,Clothing,24,L,Turquoise,4.6,Free Shipping,PayPal
468,Backpack,Accessories,51,S,Orange,4.5,2-Day Shipping,Debit Card
469,Backpack,Accessories,38,S,Peach,5,Free Shipping,Cash
470,Shorts,Clothing,46,L,Pink,4.1,2-Day Shipping,Debit Card
471,Dress,Clothing,63,L,Teal,4.6,Express,Cash
472,Scarf,Accessories,72,XL,White,4.9,2-Day Shipping,Bank Transfer
473,Jeans,Clothing,39,L,Gray,3.9,Free Shipping,Bank Transfer
474,Coat,Outerwear,42,L,Olive,3.9,Store Pickup,PayPal
475,Sweater,Clothing,76,XL,Maroon,2.6,2-Day Shipping,Cash
476,Sneakers,Footwear,66,L,Magenta,2.7,Free Shipping,Debit Card
477,Scarf,Accessories,90,M,Magenta,3.5,Free Shipping,Debit Card
478,Sweater,Clothing,56,M,Green,3.7,Free Shipping,Debit Card
479,Jewelry,Accessories,43,XL,Turquoise,3.2,Free Shipping,Venmo
480,Handbag,Accessories,84,L,Yellow,3.3,Store Pickup,Venmo
481,Hoodie,Clothing,88,M,Gray,4.8,Standard,Debit Card
482,Hat,Accessories,88,L,Peach,3.2,2-Day Shipping,PayPal
483,Belt,Accessories,42,M,Yellow,2.5,2-Day Shipping,Venmo
484,Hoodie,Clothing,73,M,White,3.9,Store Pickup,Debit Card
485,Hat,Accessories,73,L,Lavender,4.7,Free Shipping,Bank Transfer
486,Shoes,Footwear,44,S,Blue,2.6,Next Day Air,Debit Card
487,Sandals,Footwear,63,M,Charcoal,2.8,Store Pickup,Venmo
488,Jacket,Outerwear,68,L,Red,4.4,Store Pickup,Credit Card
489,Sweater,Clothing,29,L,Olive,4.6,Standard,Venmo
490,Socks,Clothing,85,M,Green,3.2,Standard,PayPal
491,Sneakers,Footwear,42,M,Silver,4.2,2-Day Shipping,Cash
492,Coat,Outerwear,69,M,Silver,3.7,2-Day Shipping,Credit Card
493,Shirt,Clothing,62,M,Black,3.9,Standard,Debit Card
494,Backpack,Accessories,48,XL,Red,4.7,Store Pickup,Cash
495,Boots,Footwear,68,M,Indigo,4.5,Express,Debit Card
496,Handbag,Accessories,36,XL,Cyan,3.3,Free Shipping,Debit Card
497,Dress,Clothing,63,S,Maroon,3.3,Express,Venmo
498,Sneakers,Footwear,39,S,Silver,4.6,Free Shipping,Cash
499,Boots,Footwear,78,M,Lavender,3.6,Free Shipping,Bank Transfer
500,Shoes,Footwear,99,L,Silver,4.8,Express,PayPal
501,T-shirt,Clothing,31,L,Purple,4.8,Next Day Air,Venmo
502,Boots,Footwear,45,M,Cyan,2.9,Next Day Air,Venmo
503,Pants,Clothing,30,S,Cyan,2.8,Express,PayPal
504,Shoes,Footwear,24,M,Lavender,3.2,Next Day Air,Bank Transfer
505,Shoes,Footwear,22,M,Maroon,3.9,Free Shipping,PayPal
506,T-shirt,Clothing,63,L,Gray,4.3,Express,Cash
507,Scarf,Accessories,40,M,Olive,2.7,2-Day Shipping,Debit Card
508,Shorts,Clothing,20,M,Magenta,5,Store Pickup,Debit Card
509,Jewelry,Accessories,20,S,Yellow,3.7,Store Pickup,PayPal
510,T-shirt,Clothing,80,L,Cyan,3.9,Free Shipping,Debit Card
511,Shirt,Clothing,87,M,Teal,3.9,2-Day Shipping,Venmo
512,Shirt,Clothing,46,L,Yellow,3.1,Free Shipping,PayPal
513,Gloves,Accessories,49,L,Peach,3.3,Next Day Air,Bank Transfer
514,Scarf,Accessories,65,M,Peach,3.6,Store Pickup,Venmo
515,Skirt,Clothing,62,S,Olive,4.3,Standard,PayPal
516,Hat,Accessories,67,L,Charcoal,4.5,Next Day Air,Cash
517,Hoodie,Clothing,41,L,Indigo,2.8,2-Day Shipping,Debit Card
518,Boots,Footwear,49,L,Silver,2.7,Free Shipping,Cash
519,Blouse,Clothing,100,M,Beige,2.9,Next Day Air,Venmo
520,Belt,Accessories,54,L,Blue,4.4,2-Day Shipping,Bank Transfer
521,Sunglasses,Accessories,84,M,White,3.9,Free Shipping,Debit Card
522,Shorts,Clothing,41,L,Gold,3.5,Standard,Bank Transfer
523,Gloves,Accessories,88,M,Blue,2.5,Store Pickup,Cash
524,Sandals,Footwear,40,M,Orange,4.9,Express,PayPal
525,Shirt,Clothing,39,M,Gold,4.8,Free Shipping,PayPal
526,Coat,Outerwear,37,M,Cyan,3.2,Next Day Air,Debit Card
527,Pants,Clothing,52,S,Red,4.9,Standard,Cash
528,T-shirt,Clothing,23,L,Yellow,4.3,Next Day Air,Bank Transfer
529,Sneakers,Footwear,88,S,Beige,3.2,Express,Cash
530,Shorts,Clothing,84,M,Orange,3.7,Standard,Credit Card
531,Coat,Outerwear,37,XL,Magenta,3.2,Store Pickup,Credit Card
532,Sandals,Footwear,51,L,Purple,3.4,Next Day Air,Cash
533,Pants,Clothing,76,L,Black,4.1,Express,Bank Transfer
534,Sandals,Footwear,60,L,Pink,4.5,Next Day Air,Debit Card
535,Gloves,Accessories,72,L,Pink,4.5,Next Day Air,PayPal
536,T-shirt,Clothing,45,L,Maroon,3.2,Free Shipping,Bank Transfer
537,Jacket,Outerwear,84,S,Maroon,4.4,Store Pickup,Debit Card
538,Blouse,Clothing,49,S,Turquoise,3,Store Pickup,Debit Card
539,Socks,Clothing,22,XL,Green,3.2,Free Shipping,Cash
540,Coat,Outerwear,48,M,Violet,4,Store Pickup,Debit Card
541,Dress,Clothing,37,M,Lavender,3.1,Next Day Air,Cash
542,Jacket,Outerwear,27,L,Gray,2.8,Next Day Air,Cash
543,Boots,Footwear,79,XL,Teal,4.6,Next Day Air,Cash
544,Skirt,Clothing,98,S,Red,4.3,Express,Credit Card
545,Sandals,Footwear,64,S,Yellow,3.3,Standard,Bank Transfer
546,Coat,Outerwear,32,L,Magenta,3.5,2-Day Shipping,Debit Card
547,Hoodie,Clothing,74,M,Brown,3.4,Free Shipping,Venmo
548,Jacket,Outerwear,50,M,Blue,2.8,Free Shipping,Venmo
549,Backpack,Accessories,64,M,Black,4.6,Store Pickup,Debit Card
550,Backpack,Accessories,29,S,Olive,3.6,Express,Venmo
551,Belt,Accessories,62,M,Olive,3.3,Store Pickup,PayPal
552,Coat,Outerwear,78,XL,Green,3.1,2-Day Shipping,Cash
553,T-shirt,Clothing,94,M,Peach,3.5,Express,Bank Transfer
554,Sunglasses,Accessories,59,M,White,3.2,Express,Credit Card
555,Sneakers,Footwear,47,M,Red,3,Express,Bank Transfer
556,Gloves,Accessories,57,M,White,4.8,Express,Venmo
557,Coat,Outerwear,90,L,Indigo,5,Store Pickup,Cash
558,Shirt,Clothing,60,M,White,2.9,Free Shipping,Debit Card
559,Sneakers,Footwear,77,L,Teal,3.2,Express,Debit Card
560,Scarf,Accessories,41,M,Indigo,2.9,Store Pickup,Bank Transfer
561,Jewelry,Accessories,48,L,Red,3.3,Free Shipping,Debit Card
562,Jacket,Outerwear,65,M,Blue,2.6,Next Day Air,PayPal
563,Jeans,Clothing,62,M,Blue,3.5,Standard,Debit Card
564,Shoes,Footwear,99,M,Black,4.4,Standard,Debit Card
565,Hoodie,Clothing,58,M,Olive,3.4,Next Day Air,Bank Transfer
566,Backpack,Accessories,43,L,Lavender,4.2,Store Pickup,Venmo
567,Sneakers,Footwear,93,M,Indigo,3.6,Store Pickup,Debit Card
568,Blouse,Clothing,50,S,Red,3,Next Day Air,Venmo
569,Pants,Clothing,88,L,Red,4,Free Shipping,PayPal
570,Skirt,Clothing,33,M,Pink,4.4,Express,Credit Card
571,T-shirt,Clothing,99,XL,Purple,4.1,Standard,Cash
572,Jacket,Outerwear,76,XL,Cyan,3.6,Free Shipping,Venmo
573,Scarf,Accessories,97,XL,Cyan,4.6,Next Day Air,Bank Transfer
574,Pants,Clothing,68,M,Charcoal,3.2,2-Day Shipping,Credit Card
575,Sneakers,Footwear,79,L,Red,4.8,Free Shipping,Bank Transfer
576,Jeans,Clothing,86,M,Peach,4.8,Express,PayPal
577,Hat,Accessories,68,M,Black,5,2-Day Shipping,Credit Card
578,Skirt,Clothing,52,M,Black,3.7,Store Pickup,Venmo
579,Sandals,Footwear,90,M,Purple,4.6,Next Day Air,Credit Card
580,Sandals,Footwear,41,M,Violet,3.7,Free Shipping,Credit Card
581,Sweater,Clothing,80,M,Orange,4.1,Free Shipping,PayPal
582,Sweater,Clothing,100,XL,Charcoal,2.7,Store Pickup,Bank Transfer
583,Jacket,Outerwear,77,L,Turquoise,4.9,Store Pickup,Bank Transfer
584,Shorts,Clothing,78,L,Yellow,4,Store Pickup,PayPal
585,Socks,Clothing,94,M,White,4.7,Free Shipping,Debit Card
586,Socks,Clothing,23,M,Gray,2.8,Next Day Air,Cash
587,Hoodie,Clothing,20,S,Blue,4.9,2-Day Shipping,Venmo
588,Socks,Clothing,86,S,Maroon,4.2,Express,Debit Card
589,Boots,Footwear,60,M,Violet,3,Standard,Debit Card
590,Shirt,Clothing,70,M,Orange,3.4,2-Day Shipping,PayPal
591,Belt,Accessories,39,S,Turquoise,4.6,Standard,Venmo
592,Backpack,Accessories,37,L,Olive,4.2,Store Pickup,Debit Card
593,Boots,Footwear,29,M,Brown,3.2,Free Shipping,Venmo
594,Coat,Outerwear,35,S,Green,4.4,Store Pickup,PayPal
595,Hoodie,Clothing,83,S,Brown,2.5,Next Day Air,Debit Card
596,Shoes,Footwear,77,M,Silver,3.6,Next Day Air,PayPal
597,Shoes,Footwear,37,XL,White,4.5,Store Pickup,Venmo
598,Jewelry,Accessories,69,L,Gold,3.4,Standard,Bank Transfer
599,Dress,Clothing,66,L,Green,3.2,2-Day Shipping,Cash
600,Boots,Footwear,26,L,Teal,4.2,Standard,Debit Card
601,Hat,Accessories,63,M,Charcoal,5,2-Day Shipping,Venmo
602,Backpack,Accessories,38,M,Maroon,4.7,Store Pickup,Cash
603,Shoes,Footwear,58,L,Lavender,4.2,Next Day Air,Cash
604,Handbag,Accessories,46,L,Green,3.4,2-Day Shipping,PayPal
605,Sunglasses,Accessories,92,S,Pink,4.4,Store Pickup,Credit Card
606,Hat,Accessories,32,XL,Charcoal,4.2,Standard,Bank Transfer
607,Scarf,Accessories,90,M,Blue,4.5,Standard,PayPal
608,Hoodie,Clothing,23,L,Purple,2.8,Next Day Air,Cash
609,Backpack,Accessories,25,S,Gold,3.3,Next Day Air,Venmo
610,Sweater,Clothing,54,L,Purple,4.6,Next Day Air,Credit Card
611,Shorts,Clothing,72,M,Charcoal,2.5,Free Shipping,Bank Transfer
612,Scarf,Accessories,33,M,Black,4.7,Store Pickup,Cash
613,Hat,Accessories,43,L,Lavender,4.6,Express,Credit Card
614,Coat,Outerwear,51,L,Lavender,2.6,Standard,Cash
615,Jewelry,Accessories,85,M,Lavender,4,Standard,Credit Card
616,Sandals,Footwear,100,L,Olive,2.6,Next Day Air,Venmo
617,Gloves,Accessories,72,L,Teal,4.6,Free Shipping,Credit Card
618,Backpack,Accessories,57,M,Maroon,2.6,Standard,Bank Transfer
619,Jacket,Outerwear,94,L,Cyan,4,Express,Debit Card
620,Backpack,Accessories,34,M,Charcoal,4.6,Store Pickup,Debit Card
621,Backpack,Accessories,89,M,Black,3.7,2-Day Shipping,Venmo
622,Sunglasses,Accessories,27,S,Red,4.4,Store Pickup,Credit Card
623,Socks,Clothing,63,S,Peach,4,Next Day Air,Bank Transfer
624,Shoes,Footwear,70,M,White,4.7,Standard,PayPal
625,Pants,Clothing,87,XL,Pink,3.4,Express,PayPal
626,Jewelry,Accessories,79,M,Red,4,Next Day Air,Venmo
627,Sunglasses,Accessories,79,M,Indigo,3.9,Standard,Venmo
628,Sandals,Footwear,44,L,Black,4.1,Express,PayPal
629,Sweater,Clothing,85,M,White,3.7,2-Day Shipping,Credit Card
630,Shoes,Footwear,90,L,Beige,4.7,Standard,Debit Card
631,Jewelry,Accessories,94,S,Silver,4.3,2-Day Shipping,Debit Card
632,Boots,Footwear,68,S,Violet,4.1,Store Pickup,Cash
633,Backpack,Accessories,51,M,Red,3.9,Next Day Air,Venmo
634,Sandals,Footwear,33,M,Orange,2.9,Express,Debit Card
635,Sneakers,Footwear,60,M,Teal,3.9,Standard,PayPal
636,Hoodie,Clothing,59,M,Brown,4.3,2-Day Shipping,Cash
637,Handbag,Accessories,30,M,Indigo,2.8,Store Pickup,Bank Transfer
638,Sweater,Clothing,20,M,Cyan,3.4,2-Day Shipping,Cash
639,Sandals,Footwear,20,S,Blue,2.7,Express,PayPal
640,Dress,Clothing,24,L,Olive,4,2-Day Shipping,Credit Card
641,Skirt,Clothing,88,M,Gray,4.4,Store Pickup,Debit Card
642,Blouse,Clothing,78,M,Red,3.9,2-Day Shipping,Credit Card
643,Skirt,Clothing,25,L,Red,2.8,2-Day Shipping,Debit Card
644,Sweater,Clothing,57,XL,Green,3.2,Next Day Air,Bank Transfer
645,Backpack,Accessories,93,S,Blue,4.3,Next Day Air,Cash
646,Hoodie,Clothing,42,S,Purple,4.2,Express,Venmo
647,Boots,Footwear,54,XL,Pink,4.9,Standard,Venmo
648,Blouse,Clothing,70,XL,Charcoal,3.7,Express,Credit Card
649,Hoodie,Clothing,31,M,Brown,4.1,Store Pickup,Credit Card
650,Pants,Clothing,93,L,Orange,4.2,Store Pickup,PayPal
651,Gloves,Accessories,40,M,Magenta,3.9,Next Day Air,Bank Transfer
652,Hat,Accessories,32,L,Yellow,2.9,Next Day Air,Venmo
653,Sunglasses,Accessories,27,M,Beige,3.1,Free Shipping,Venmo
654,Scarf,Accessories,68,M,Olive,3.6,2-Day Shipping,Cash
655,Handbag,Accessories,59,L,Gray,4.4,2-Day Shipping,Venmo
656,Handbag,Accessories,36,S,Purple,3.1,Free Shipping,Venmo
657,Jeans,Clothing,23,M,Beige,3.9,Standard,PayPal
658,Jacket,Outerwear,80,M,White,4.3,Free Shipping,PayPal
659,Backpack,Accessories,37,S,White,4.9,Store Pickup,Venmo
660,Shorts,Clothing,52,S,Gold,3.6,2-Day Shipping,Cash
661,Coat,Outerwear,79,M,Olive,5,2-Day Shipping,Credit Card
662,Shirt,Clothing,68,XL,Green,4.1,Store Pickup,Credit Card
663,Gloves,Accessories,98,L,Magenta,2.8,Express,Venmo
664,Dress,Clothing,83,M,Charcoal,4.7,Express,Credit Card
665,Pants,Clothing,83,M,Indigo,4.4,Express,PayPal
666,Pants,Clothing,55,M,Peach,4.9,2-Day Shipping,Credit Card
667,Hoodie,Clothing,26,L,Turquoise,3.1,Free Shipping,Debit Card
668,Sunglasses,Accessories,76,S,Blue,2.6,Standard,Bank Transfer
669,T-shirt,Clothing,85,S,Turquoise,2.9,Express,Bank Transfer
670,Jacket,Outerwear,89,M,Gray,3.3,Free Shipping,Venmo
671,Sweater,Clothing,41,XL,Purple,4.8,Next Day Air,Cash
672,Jacket,Outerwear,30,L,Black,4.7,Express,Cash
673,Socks,Clothing,53,M,Peach,3.3,2-Day Shipping,Cash
674,Shirt,Clothing,66,M,Indigo,4.2,Free Shipping,Venmo
675,Jewelry,Accessories,33,XL,Beige,4.7,Store Pickup,Bank Transfer
676,Sunglasses,Accessories,86,M,Yellow,2.6,2-Day Shipping,Cash
677,Pants,Clothing,60,M,Peach,2.9,2-Day Shipping,Venmo
678,Socks,Clothing,62,S,Turquoise,2.7,Express,PayPal
679,Blouse,Clothing,74,M,Teal,3.3,Store Pickup,Debit Card
680,Sandals,Footwear,95,M,Turquoise,3.4,Express,Venmo
681,Sneakers,Footwear,25,M,Magenta,4.2,Express,PayPal
682,Shirt,Clothing,59,XL,Purple,3.8,2-Day Shipping,Credit Card
683,Jacket,Outerwear,29,M,Brown,4,Standard,Credit Card
684,Sandals,Footwear,36,S,Violet,2.7,Free Shipping,Bank Transfer
685,Hat,Accessories,82,M,Yellow,4.7,Express,Debit Card
686,Blouse,Clothing,71,XL,Magenta,3.5,Standard,Cash
687,Sweater,Clothing,35,L,Beige,3,2-Day Shipping,Venmo
688,Gloves,Accessories,38,XL,Turquoise,3.3,Free Shipping,Bank Transfer
689,Scarf,Accessories,59,S,Peach,4.7,Store Pickup,Venmo
690,Hoodie,Clothing,91,M,Orange,4.7,Express,Credit Card
691,Shorts,Clothing,68,XL,Red,4.8,Standard,Bank Transfer
692,Backpack,Accessories,21,L,Silver,2.9,Standard,PayPal
693,Sunglasses,Accessories,95,M,Cyan,4,2-Day Shipping,Debit Card
694,Shorts,Clothing,52,L,Turquoise,3.1,Free Shipping,Cash
695,Dress,Clothing,21,S,Charcoal,3.5,2-Day Shipping,Venmo
696,Shorts,Clothing,67,XL,Peach,3.7,Next Day Air,Debit Card
697,Belt,Accessories,42,L,Green,2.8,Standard,Cash
698,Scarf,Accessories,63,XL,Brown,4.6,Free Shipping,Debit Card
699,Boots,Footwear,41,M,Yellow,3.8,Standard,Debit Card
700,Handbag,Accessories,46,M,Charcoal,2.6,2-Day Shipping,PayPal
701,Pants,Clothing,79,L,Olive,4.1,Standard,PayPal
702,Boots,Footwear,90,L,Red,3.3,Next Day Air,Debit Card
703,Shirt,Clothing,71,M,White,3.4,Store Pickup,Cash
704,Dress,Clothing,87,L,Pink,3,Standard,Venmo
705,Hoodie,Clothing,66,S,Black,3.2,Express,PayPal
706,Pants,Clothing,90,XL,Indigo,4.5,Free Shipping,Cash
707,Jeans,Clothing,47,L,Turquoise,4.8,Express,Debit Card
708,Shirt,Clothing,38,L,Purple,3.7,Next Day Air,Venmo
709,Backpack,Accessories,50,L,Beige,3.4,Store Pickup,Cash
710,Jacket,Outerwear,79,L,Charcoal,4.6,Standard,Debit Card
711,Scarf,Accessories,91,L,Turquoise,4.1,Standard,PayPal
712,Boots,Footwear,60,M,Maroon,3.5,2-Day Shipping,Bank Transfer
713,Blouse,Clothing,81,XL,Black,3.8,Next Day Air,Bank Transfer
714,Hoodie,Clothing,90,M,Lavender,2.6,Express,Bank Transfer
715,Jacket,Outerwear,70,M,Magenta,4.4,Store Pickup,Debit Card
716,Jeans,Clothing,63,L,Green,2.6,Express,Debit Card
717,Jewelry,Accessories,29,M,Olive,3.6,Express,Venmo
718,Socks,Clothing,90,L,Green,4.2,Express,Venmo
719,Shirt,Clothing,22,M,Peach,4.6,Standard,Bank Transfer
720,Shorts,Clothing,22,L,Turquoise,3.3,Next Day Air,Venmo
721,Jewelry,Accessories,62,L,Orange,3.4,Free Shipping,Debit Card
722,Blouse,Clothing,57,L,Silver,4.4,Next Day Air,Debit Card
723,Sweater,Clothing,32,S,Blue,4.3,Store Pickup,Cash
724,Jewelry,Accessories,53,L,Cyan,3.5,Express,PayPal
725,T-shirt,Clothing,79,XL,Green,4.7,Store Pickup,Venmo
726,Hat,Accessories,61,L,Silver,3.1,Standard,Debit Card
727,Shorts,Clothing,78,L,Yellow,3.6,Next Day Air,Bank Transfer
728,Sweater,Clothing,97,S,Gray,4.8,Next Day Air,Venmo
729,Jeans,Clothing,78,M,Pink,3.7,Next Day Air,PayPal
730,Sunglasses,Accessories,56,L,Beige,3.2,Express,PayPal
731,Boots,Footwear,25,M,Indigo,3.9,Standard,Venmo
732,Coat,Outerwear,28,M,Red,3.5,Free Shipping,PayPal
733,Shirt,Clothing,57,L,Blue,2.8,Express,Cash
734,Dress,Clothing,36,L,Cyan,2.7,2-Day Shipping,Debit Card
735,Shirt,Clothing,69,S,Violet,3.1,Express,Bank Transfer
736,Sunglasses,Accessories,48,M,Orange,3.6,2-Day Shipping,Cash
737,Dress,Clothing,58,L,Maroon,2.9,2-Day Shipping,Credit Card
738,Sunglasses,Accessories,24,M,Teal,3.6,Store Pickup,PayPal
739,Sunglasses,Accessories,31,L,Orange,3.5,2-Day Shipping,Venmo
740,Shorts,Clothing,29,S,Purple,3.5,Free Shipping,Venmo
741,Jeans,Clothing,69,M,Orange,2.8,Next Day Air,Credit Card
742,T-shirt,Clothing,79,XL,Yellow,4.7,Free Shipping,Bank Transfer
743,Pants,Clothing,39,M,Charcoal,3.1,Express,Debit Card
744,Sunglasses,Accessories,84,L,Gray,4.9,Free Shipping,Cash
745,Boots,Footwear,66,S,Charcoal,4.1,Next Day Air,Debit Card
746,T-shirt,Clothing,92,L,Orange,4.7,Standard,Venmo
747,Sandals,Footwear,45,M,Red,2.5,Free Shipping,Credit Card
748,Shorts,Clothing,74,L,Gold,4.4,Next Day Air,Bank Transfer
749,Hat,Accessories,39,L,Brown,3.9,Free Shipping,Bank Transfer
750,Scarf,Accessories,71,M,Olive,3.7,Standard,Debit Card
751,T-shirt,Clothing,95,L,Violet,3.4,Free Shipping,Venmo
752,Gloves,Accessories,72,L,Indigo,4.8,Free Shipping,Credit Card
753,Scarf,Accessories,85,L,Yellow,4.2,2-Day Shipping,PayPal
754,Boots,Footwear,54,M,Teal,3.4,Store Pickup,Venmo
755,Gloves,Accessories,41,L,Pink,2.9,Store Pickup,Debit Card
756,Coat,Outerwear,24,M,Violet,3.3,Free Shipping,PayPal
757,Belt,Accessories,99,S,Orange,4.8,Standard,Cash
758,Hoodie,Clothing,32,M,Red,3.8,Store Pickup,Debit Card
759,Shoes,Footwear,71,L,Peach,4.6,2-Day Shipping,Bank Transfer
760,Dress,Clothing,49,XL,Green,2.6,Next Day Air,Credit Card
761,Gloves,Accessories,50,XL,Violet,3.4,Free Shipping,Cash
762,Jewelry,Accessories,91,L,Yellow,4.2,Express,Bank Transfer
763,Belt,Accessories,46,M,Pink,3.9,Standard,Debit Card
764,Sweater,Clothing,50,M,Brown,2.9,2-Day Shipping,Credit Card
765,Skirt,Clothing,39,XL,Silver,4.2,Free Shipping,Debit Card
766,Sneakers,Footwear,99,M,Pink,3,Store Pickup,Cash
767,Gloves,Accessories,48,M,Cyan,3.6,Next Day Air,PayPal
768,Coat,Outerwear,77,M,Brown,2.5,Next Day Air,Cash
769,Backpack,Accessories,95,XL,Red,2.6,Express,Venmo
770,Socks,Clothing,100,M,Silver,4.3,Store Pickup,PayPal
771,Sneakers,Footwear,54,M,Gray,3.3,Express,Credit Card
772,Sweater,Clothing,68,L,Cyan,2.6,Next Day Air,Bank Transfer
773,Jeans,Clothing,22,L,Teal,3.6,Free Shipping,Debit Card
774,Hat,Accessories,84,L,Indigo,2.6,Express,Debit Card
